checkpoint,train_h,train_r,train_t,test_h,test_r,test_t,influence
model_130.pt,DRUGBANK:DB14999,predicate:2,MONDO:0100116,CHEBI:9588,predicate:3,MONDO:0013792,0.0
model_130.pt,CHEBI:94511,predicate:1,HP:0032155,CHEBI:9588,predicate:3,MONDO:0013792,0.0
model_130.pt,CHEBI:5441,predicate:2,MONDO:0005150,CHEBI:9588,predicate:3,MONDO:0013792,0.0
model_130.pt,CHEBI:175901,predicate:10,MONDO:0012817,CHEBI:9588,predicate:3,MONDO:0013792,0.0
model_130.pt,CHEBI:32171,predicate:2,MONDO:0018097,CHEBI:9588,predicate:3,MONDO:0013792,0.0
model_130.pt,CHEBI:50692,predicate:2,MONDO:0004970,CHEBI:9588,predicate:3,MONDO:0013792,0.0
model_130.pt,CHEBI:31456,predicate:1,MONDO:0005149,CHEBI:9588,predicate:3,MONDO:0013792,0.0
model_130.pt,CHEBI:8802,predicate:2,MONDO:0858950,CHEBI:9588,predicate:3,MONDO:0013792,0.0
model_130.pt,CHEBI:4735,predicate:2,MONDO:0044903,CHEBI:9588,predicate:3,MONDO:0013792,0.0
model_130.pt,CHEBI:17241,predicate:2,MONDO:0002898,CHEBI:9588,predicate:3,MONDO:0013792,0.0
model_130.pt,PUBCHEM.COMPOUND:588214,predicate:2,UMLS:C0262593,CHEBI:9588,predicate:3,MONDO:0013792,0.0
model_130.pt,CHEBI:28901,predicate:2,MONDO:0005575,CHEBI:9588,predicate:3,MONDO:0013792,0.0
model_130.pt,CHEBI:37117,predicate:3,UMLS:C4324724,CHEBI:9588,predicate:3,MONDO:0013792,73.6988296508789
model_130.pt,CHEBI:9654,predicate:0,MONDO:0001160,CHEBI:9588,predicate:3,MONDO:0013792,0.0
model_130.pt,CHEBI:8232,predicate:2,MONDO:0024313,CHEBI:9588,predicate:3,MONDO:0013792,0.0
model_130.pt,UNII:8O74K609HN,predicate:2,MONDO:0005010,CHEBI:9588,predicate:3,MONDO:0013792,0.0
model_130.pt,CHEBI:32315,predicate:3,UMLS:C1504424,CHEBI:9588,predicate:3,MONDO:0013792,-98.87000274658203
model_130.pt,CHEBI:18358,predicate:0,MONDO:0006596,CHEBI:9588,predicate:3,MONDO:0013792,0.0
model_130.pt,CHEBI:8361,predicate:3,MONDO:0005391,CHEBI:9588,predicate:3,MONDO:0013792,100.84689331054688
model_130.pt,CHEBI:61049,predicate:2,MONDO:0005388,CHEBI:9588,predicate:3,MONDO:0013792,0.0
model_130.pt,CHEBI:75991,predicate:1,HP:0011123,CHEBI:9588,predicate:3,MONDO:0013792,0.0
model_130.pt,CHEBI:50742,predicate:1,MONDO:0004995,CHEBI:9588,predicate:3,MONDO:0013792,0.0
model_130.pt,CHEBI:133833,predicate:2,HP:0025169,CHEBI:9588,predicate:3,MONDO:0013792,0.0
model_130.pt,MESH:C005152,predicate:2,MONDO:0021698,CHEBI:9588,predicate:3,MONDO:0013792,0.0
model_130.pt,UNII:50FKX8CB2Y,predicate:0,HP:0002788,CHEBI:9588,predicate:3,MONDO:0013792,0.0
model_130.pt,CHEBI:63112,predicate:3,MONDO:0004095,CHEBI:9588,predicate:3,MONDO:0013792,68.34745025634766
model_130.pt,PUBCHEM.COMPOUND:131790571,predicate:4,MONDO:0010543,CHEBI:9588,predicate:3,MONDO:0013792,0.0
model_130.pt,CHEBI:32184,predicate:1,MONDO:0011438,CHEBI:9588,predicate:3,MONDO:0013792,0.0
model_130.pt,CHEBI:68329,predicate:2,HP:0001510,CHEBI:9588,predicate:3,MONDO:0013792,0.0
model_130.pt,CHEBI:27958,predicate:7,CHEBI:35703,CHEBI:9588,predicate:3,MONDO:0013792,0.0
model_130.pt,CHEBI:4875,predicate:2,MONDO:0002529,CHEBI:9588,predicate:3,MONDO:0013792,0.0
model_130.pt,CHEBI:30853,predicate:0,HP:0000969,CHEBI:9588,predicate:3,MONDO:0013792,0.0
model_130.pt,CHEBI:38824,predicate:14,MONDO:0005372,CHEBI:9588,predicate:3,MONDO:0013792,0.0
model_130.pt,CHEBI:7459,predicate:0,HP:0002045,CHEBI:9588,predicate:3,MONDO:0013792,0.0
model_130.pt,PUBCHEM.COMPOUND:131786948,predicate:4,MONDO:0010543,CHEBI:9588,predicate:3,MONDO:0013792,0.0
model_130.pt,CHEBI:8228,predicate:0,MONDO:0002100,CHEBI:9588,predicate:3,MONDO:0013792,0.0
model_130.pt,UNII:4EQZ6YO2HI,predicate:3,HP:0001662,CHEBI:9588,predicate:3,MONDO:0013792,-11.297452926635742
model_130.pt,CHEBI:9943,predicate:3,UMLS:C0151500,CHEBI:9588,predicate:3,MONDO:0013792,-20.290790557861328
model_130.pt,UNII:M0Q7802G2B,predicate:0,MONDO:0016532,CHEBI:9588,predicate:3,MONDO:0013792,0.0
model_130.pt,CHEBI:51799,predicate:2,MONDO:0005136,CHEBI:9588,predicate:3,MONDO:0013792,0.0
model_130.pt,CHEBI:3127,predicate:3,UMLS:C0743862,CHEBI:9588,predicate:3,MONDO:0013792,-3.4280776977539062
model_130.pt,CHEBI:6076,predicate:1,HP:0002329,CHEBI:9588,predicate:3,MONDO:0013792,0.0
model_130.pt,CHEBI:31547,predicate:2,MONDO:0000816,CHEBI:9588,predicate:3,MONDO:0013792,0.0
model_130.pt,CHEBI:177504,predicate:2,HP:0002140,CHEBI:9588,predicate:3,MONDO:0013792,0.0
model_130.pt,CHEBI:16709,predicate:2,MONDO:0015194,CHEBI:9588,predicate:3,MONDO:0013792,0.0
model_130.pt,CHEBI:9927,predicate:3,UMLS:C1321686,CHEBI:9588,predicate:3,MONDO:0013792,-93.62316131591797
model_130.pt,CHEBI:9421,predicate:10,UMLS:C0276085,CHEBI:9588,predicate:3,MONDO:0013792,0.0
model_130.pt,HP:0410055,predicate:14,CHEBI:17113,CHEBI:9588,predicate:3,MONDO:0013792,0.0
model_130.pt,CHEBI:2904,predicate:3,UMLS:C0549475,CHEBI:9588,predicate:3,MONDO:0013792,-5.885929107666016
model_130.pt,CHEBI:131848,predicate:7,CHEBI:22333,CHEBI:9588,predicate:3,MONDO:0013792,0.0
model_130.pt,CHEBI:72296,predicate:1,UMLS:C3203457,CHEBI:9588,predicate:3,MONDO:0013792,0.0
model_130.pt,CHEBI:3568,predicate:1,MONDO:0002884,CHEBI:9588,predicate:3,MONDO:0013792,0.0
model_130.pt,CHEBI:12777,predicate:2,MONDO:0008487,CHEBI:9588,predicate:3,MONDO:0013792,0.0
model_130.pt,CHEBI:17833,predicate:6,UMLS:C0549398,CHEBI:9588,predicate:3,MONDO:0013792,0.0
model_130.pt,CHEBI:41423,predicate:3,UMLS:C0854326,CHEBI:9588,predicate:3,MONDO:0013792,-47.68193817138672
model_130.pt,CHEBI:9249,predicate:2,MONDO:0019623,CHEBI:9588,predicate:3,MONDO:0013792,0.0
model_130.pt,CHEBI:12777,predicate:3,MONDO:0004335,CHEBI:9588,predicate:3,MONDO:0013792,-43.077903747558594
model_130.pt,CHEBI:16714,predicate:5,HP:0001944,CHEBI:9588,predicate:3,MONDO:0013792,0.0
model_130.pt,CHEBI:156291,predicate:7,CHEBI:35610,CHEBI:9588,predicate:3,MONDO:0013792,0.0
model_130.pt,CHEBI:90943,predicate:0,HP:0001824,CHEBI:9588,predicate:3,MONDO:0013792,0.0
model_130.pt,CHEBI:17076,predicate:2,MONDO:0009061,CHEBI:9588,predicate:3,MONDO:0013792,0.0
model_130.pt,CHEBI:72564,predicate:2,MONDO:0858956,CHEBI:9588,predicate:3,MONDO:0013792,0.0
model_130.pt,CHEBI:69478,predicate:3,UMLS:C1306577,CHEBI:9588,predicate:3,MONDO:0013792,53.52632141113281
model_130.pt,CHEBI:134991,predicate:1,MONDO:0018546,CHEBI:9588,predicate:3,MONDO:0013792,0.0
model_130.pt,CHEBI:25351,predicate:2,MONDO:0005233,CHEBI:9588,predicate:3,MONDO:0013792,0.0
model_130.pt,CHEBI:3766,predicate:0,HP:0002240,CHEBI:9588,predicate:3,MONDO:0013792,0.0
model_130.pt,CHEBI:8024,predicate:2,MONDO:0043510,CHEBI:9588,predicate:3,MONDO:0013792,0.0
model_140.pt,CHEBI:28077,predicate:0,MONDO:0005244,CHEBI:6706,predicate:2,MONDO:0004985,0.0
model_140.pt,CHEBI:8077,predicate:2,MONDO:0004994,CHEBI:6706,predicate:2,MONDO:0004985,-37.933631896972656
model_140.pt,UNII:YI437801BE,predicate:2,MONDO:0001056,CHEBI:6706,predicate:2,MONDO:0004985,16.14076805114746
model_140.pt,CHEBI:2549,predicate:3,UMLS:C0267596,CHEBI:6706,predicate:2,MONDO:0004985,0.0
model_140.pt,CHEBI:91398,predicate:2,MONDO:0005061,CHEBI:6706,predicate:2,MONDO:0004985,56.78694152832031
model_140.pt,CHEBI:28838,predicate:3,HP:0000217,CHEBI:6706,predicate:2,MONDO:0004985,0.0
model_140.pt,CHEBI:81579,predicate:3,HP:0000969,CHEBI:6706,predicate:2,MONDO:0004985,0.0
model_140.pt,UNII:83G67E21XI,predicate:2,MONDO:0012725,CHEBI:6706,predicate:2,MONDO:0004985,-42.7513542175293
model_140.pt,CHEBI:175901,predicate:0,MONDO:0004982,CHEBI:6706,predicate:2,MONDO:0004985,0.0
model_140.pt,CHEBI:28790,predicate:0,MONDO:0001673,CHEBI:6706,predicate:2,MONDO:0004985,0.0
model_140.pt,CHEBI:17833,predicate:2,MONDO:0005369,CHEBI:6706,predicate:2,MONDO:0004985,-13.646713256835938
model_140.pt,CHEBI:63605,predicate:1,MONDO:0005071,CHEBI:6706,predicate:2,MONDO:0004985,0.0
model_140.pt,CHEBI:6809,predicate:0,HP:0001714,CHEBI:6706,predicate:2,MONDO:0004985,0.0
model_140.pt,CHEBI:8028,predicate:0,MONDO:0001584,CHEBI:6706,predicate:2,MONDO:0004985,0.0
model_140.pt,UNII:90ZX3Q3FR7,predicate:0,MONDO:0004781,CHEBI:6706,predicate:2,MONDO:0004985,0.0
model_140.pt,CHEBI:47898,predicate:1,MONDO:0004980,CHEBI:6706,predicate:2,MONDO:0004985,0.0
model_140.pt,CHEBI:59173,predicate:3,HP:0012251,CHEBI:6706,predicate:2,MONDO:0004985,0.0
model_140.pt,HMDB:HMDB0083799,predicate:4,MONDO:0010543,CHEBI:6706,predicate:2,MONDO:0004985,0.0
model_140.pt,CHEBI:28689,predicate:0,MONDO:0005618,CHEBI:6706,predicate:2,MONDO:0004985,0.0
model_140.pt,CHEBI:31368,predicate:2,MONDO:0000265,CHEBI:6706,predicate:2,MONDO:0004985,-93.01907348632812
model_140.pt,CHEBI:16856,predicate:2,HP:0200123,CHEBI:6706,predicate:2,MONDO:0004985,65.63924407958984
model_140.pt,CHEBI:9241,predicate:3,MONDO:0001382,CHEBI:6706,predicate:2,MONDO:0004985,0.0
model_140.pt,CHEBI:31526,predicate:3,HP:0000741,CHEBI:6706,predicate:2,MONDO:0004985,0.0
model_140.pt,PUBCHEM.COMPOUND:11682007,predicate:2,HP:0012534,CHEBI:6706,predicate:2,MONDO:0004985,56.81953811645508
model_140.pt,PUBCHEM.COMPOUND:157010069,predicate:0,HP:0004308,CHEBI:6706,predicate:2,MONDO:0004985,0.0
model_140.pt,CHEBI:2453,predicate:0,HP:0001410,CHEBI:6706,predicate:2,MONDO:0004985,0.0
model_140.pt,CHEBI:7963,predicate:0,MONDO:0006032,CHEBI:6706,predicate:2,MONDO:0004985,0.0
model_140.pt,UNII:S7V92P67HO,predicate:2,MONDO:0015760,CHEBI:6706,predicate:2,MONDO:0004985,-1.0017788410186768
model_140.pt,CHEBI:2639,predicate:2,MONDO:0024879,CHEBI:6706,predicate:2,MONDO:0004985,-7.183497428894043
model_140.pt,CHEBI:7936,predicate:3,MONDO:0005009,CHEBI:6706,predicate:2,MONDO:0004985,0.0
model_140.pt,CHEBI:4026,predicate:2,MONDO:0043287,CHEBI:6706,predicate:2,MONDO:0004985,-96.30333709716797
model_140.pt,DRUGBANK:DB15753,predicate:2,MONDO:0008538,CHEBI:6706,predicate:2,MONDO:0004985,-51.87638854980469
model_140.pt,CHEBI:28689,predicate:2,MONDO:0006513,CHEBI:6706,predicate:2,MONDO:0004985,1.1878198385238647
model_140.pt,DRUGBANK:DB14999,predicate:2,MONDO:0100116,CHEBI:6706,predicate:2,MONDO:0004985,16.239458084106445
model_140.pt,CHEBI:94511,predicate:1,HP:0032155,CHEBI:6706,predicate:2,MONDO:0004985,0.0
model_140.pt,CHEBI:5441,predicate:2,MONDO:0005150,CHEBI:6706,predicate:2,MONDO:0004985,-17.514400482177734
model_140.pt,CHEBI:175901,predicate:10,MONDO:0012817,CHEBI:6706,predicate:2,MONDO:0004985,0.0
model_140.pt,CHEBI:32171,predicate:2,MONDO:0018097,CHEBI:6706,predicate:2,MONDO:0004985,37.36100769042969
model_140.pt,CHEBI:50692,predicate:2,MONDO:0004970,CHEBI:6706,predicate:2,MONDO:0004985,16.646224975585938
model_140.pt,CHEBI:31456,predicate:1,MONDO:0005149,CHEBI:6706,predicate:2,MONDO:0004985,0.0
model_140.pt,CHEBI:8802,predicate:2,MONDO:0858950,CHEBI:6706,predicate:2,MONDO:0004985,-91.51248168945312
model_140.pt,CHEBI:4735,predicate:2,MONDO:0044903,CHEBI:6706,predicate:2,MONDO:0004985,-82.18668365478516
model_140.pt,CHEBI:17241,predicate:2,MONDO:0002898,CHEBI:6706,predicate:2,MONDO:0004985,-8.249770164489746
model_140.pt,PUBCHEM.COMPOUND:588214,predicate:2,UMLS:C0262593,CHEBI:6706,predicate:2,MONDO:0004985,-44.902015686035156
model_140.pt,CHEBI:28901,predicate:2,MONDO:0005575,CHEBI:6706,predicate:2,MONDO:0004985,41.711944580078125
model_140.pt,CHEBI:37117,predicate:3,UMLS:C4324724,CHEBI:6706,predicate:2,MONDO:0004985,0.0
model_140.pt,CHEBI:9654,predicate:0,MONDO:0001160,CHEBI:6706,predicate:2,MONDO:0004985,0.0
model_140.pt,CHEBI:8232,predicate:2,MONDO:0024313,CHEBI:6706,predicate:2,MONDO:0004985,59.587562561035156
model_140.pt,UNII:8O74K609HN,predicate:2,MONDO:0005010,CHEBI:6706,predicate:2,MONDO:0004985,17.90602684020996
model_140.pt,CHEBI:32315,predicate:3,UMLS:C1504424,CHEBI:6706,predicate:2,MONDO:0004985,0.0
model_140.pt,CHEBI:18358,predicate:0,MONDO:0006596,CHEBI:6706,predicate:2,MONDO:0004985,0.0
model_140.pt,CHEBI:8361,predicate:3,MONDO:0005391,CHEBI:6706,predicate:2,MONDO:0004985,0.0
model_140.pt,CHEBI:61049,predicate:2,MONDO:0005388,CHEBI:6706,predicate:2,MONDO:0004985,-76.97014617919922
model_140.pt,CHEBI:75991,predicate:1,HP:0011123,CHEBI:6706,predicate:2,MONDO:0004985,0.0
model_140.pt,CHEBI:50742,predicate:1,MONDO:0004995,CHEBI:6706,predicate:2,MONDO:0004985,0.0
model_140.pt,CHEBI:133833,predicate:2,HP:0025169,CHEBI:6706,predicate:2,MONDO:0004985,65.17536163330078
model_140.pt,MESH:C005152,predicate:2,MONDO:0021698,CHEBI:6706,predicate:2,MONDO:0004985,14.727371215820312
model_140.pt,UNII:50FKX8CB2Y,predicate:0,HP:0002788,CHEBI:6706,predicate:2,MONDO:0004985,0.0
model_140.pt,CHEBI:63112,predicate:3,MONDO:0004095,CHEBI:6706,predicate:2,MONDO:0004985,0.0
model_140.pt,PUBCHEM.COMPOUND:131790571,predicate:4,MONDO:0010543,CHEBI:6706,predicate:2,MONDO:0004985,0.0
model_140.pt,CHEBI:32184,predicate:1,MONDO:0011438,CHEBI:6706,predicate:2,MONDO:0004985,0.0
model_140.pt,CHEBI:68329,predicate:2,HP:0001510,CHEBI:6706,predicate:2,MONDO:0004985,32.65755844116211
model_140.pt,CHEBI:27958,predicate:7,CHEBI:35703,CHEBI:6706,predicate:2,MONDO:0004985,0.0
model_140.pt,CHEBI:4875,predicate:2,MONDO:0002529,CHEBI:6706,predicate:2,MONDO:0004985,-10.950058937072754
model_140.pt,CHEBI:30853,predicate:0,HP:0000969,CHEBI:6706,predicate:2,MONDO:0004985,0.0
model_140.pt,CHEBI:38824,predicate:14,MONDO:0005372,CHEBI:6706,predicate:2,MONDO:0004985,0.0
model_140.pt,CHEBI:7459,predicate:0,HP:0002045,CHEBI:6706,predicate:2,MONDO:0004985,0.0
model_140.pt,PUBCHEM.COMPOUND:131786948,predicate:4,MONDO:0010543,CHEBI:6706,predicate:2,MONDO:0004985,0.0
model_140.pt,CHEBI:8228,predicate:0,MONDO:0002100,CHEBI:6706,predicate:2,MONDO:0004985,0.0
model_140.pt,UNII:4EQZ6YO2HI,predicate:3,HP:0001662,CHEBI:6706,predicate:2,MONDO:0004985,0.0
model_140.pt,CHEBI:9943,predicate:3,UMLS:C0151500,CHEBI:6706,predicate:2,MONDO:0004985,0.0
model_140.pt,UNII:M0Q7802G2B,predicate:0,MONDO:0016532,CHEBI:6706,predicate:2,MONDO:0004985,0.0
model_140.pt,CHEBI:51799,predicate:2,MONDO:0005136,CHEBI:6706,predicate:2,MONDO:0004985,107.97926330566406
model_140.pt,CHEBI:3127,predicate:3,UMLS:C0743862,CHEBI:6706,predicate:2,MONDO:0004985,0.0
model_140.pt,CHEBI:6076,predicate:1,HP:0002329,CHEBI:6706,predicate:2,MONDO:0004985,0.0
model_140.pt,CHEBI:31547,predicate:2,MONDO:0000816,CHEBI:6706,predicate:2,MONDO:0004985,5.734964847564697
model_140.pt,CHEBI:177504,predicate:2,HP:0002140,CHEBI:6706,predicate:2,MONDO:0004985,15.446123123168945
model_140.pt,CHEBI:16709,predicate:2,MONDO:0015194,CHEBI:6706,predicate:2,MONDO:0004985,-34.15876770019531
model_140.pt,CHEBI:9927,predicate:3,UMLS:C1321686,CHEBI:6706,predicate:2,MONDO:0004985,0.0
model_140.pt,CHEBI:9421,predicate:10,UMLS:C0276085,CHEBI:6706,predicate:2,MONDO:0004985,0.0
model_140.pt,HP:0410055,predicate:14,CHEBI:17113,CHEBI:6706,predicate:2,MONDO:0004985,0.0
model_140.pt,CHEBI:2904,predicate:3,UMLS:C0549475,CHEBI:6706,predicate:2,MONDO:0004985,0.0
model_140.pt,CHEBI:131848,predicate:7,CHEBI:22333,CHEBI:6706,predicate:2,MONDO:0004985,0.0
model_140.pt,CHEBI:72296,predicate:1,UMLS:C3203457,CHEBI:6706,predicate:2,MONDO:0004985,0.0
model_140.pt,CHEBI:3568,predicate:1,MONDO:0002884,CHEBI:6706,predicate:2,MONDO:0004985,0.0
model_140.pt,CHEBI:12777,predicate:2,MONDO:0008487,CHEBI:6706,predicate:2,MONDO:0004985,35.431941986083984
model_140.pt,CHEBI:17833,predicate:6,UMLS:C0549398,CHEBI:6706,predicate:2,MONDO:0004985,0.0
model_140.pt,CHEBI:41423,predicate:3,UMLS:C0854326,CHEBI:6706,predicate:2,MONDO:0004985,0.0
model_140.pt,CHEBI:9249,predicate:2,MONDO:0019623,CHEBI:6706,predicate:2,MONDO:0004985,56.133705139160156
model_140.pt,CHEBI:12777,predicate:3,MONDO:0004335,CHEBI:6706,predicate:2,MONDO:0004985,0.0
model_140.pt,CHEBI:16714,predicate:5,HP:0001944,CHEBI:6706,predicate:2,MONDO:0004985,0.0
model_140.pt,CHEBI:156291,predicate:7,CHEBI:35610,CHEBI:6706,predicate:2,MONDO:0004985,0.0
model_140.pt,CHEBI:90943,predicate:0,HP:0001824,CHEBI:6706,predicate:2,MONDO:0004985,0.0
model_140.pt,CHEBI:17076,predicate:2,MONDO:0009061,CHEBI:6706,predicate:2,MONDO:0004985,68.4478530883789
model_140.pt,CHEBI:72564,predicate:2,MONDO:0858956,CHEBI:6706,predicate:2,MONDO:0004985,4.412638187408447
model_140.pt,CHEBI:69478,predicate:3,UMLS:C1306577,CHEBI:6706,predicate:2,MONDO:0004985,0.0
model_140.pt,CHEBI:134991,predicate:1,MONDO:0018546,CHEBI:6706,predicate:2,MONDO:0004985,0.0
model_140.pt,CHEBI:25351,predicate:2,MONDO:0005233,CHEBI:6706,predicate:2,MONDO:0004985,-19.800565719604492
model_140.pt,CHEBI:3766,predicate:0,HP:0002240,CHEBI:6706,predicate:2,MONDO:0004985,0.0
model_140.pt,CHEBI:8024,predicate:2,MONDO:0043510,CHEBI:6706,predicate:2,MONDO:0004985,19.417903900146484
model_140.pt,CHEBI:28077,predicate:0,MONDO:0005244,CHEBI:3437,predicate:1,MONDO:0001358,0.0
model_140.pt,CHEBI:8077,predicate:2,MONDO:0004994,CHEBI:3437,predicate:1,MONDO:0001358,0.0
model_140.pt,UNII:YI437801BE,predicate:2,MONDO:0001056,CHEBI:3437,predicate:1,MONDO:0001358,0.0
model_140.pt,CHEBI:2549,predicate:3,UMLS:C0267596,CHEBI:3437,predicate:1,MONDO:0001358,0.0
model_140.pt,CHEBI:91398,predicate:2,MONDO:0005061,CHEBI:3437,predicate:1,MONDO:0001358,0.0
model_140.pt,CHEBI:28838,predicate:3,HP:0000217,CHEBI:3437,predicate:1,MONDO:0001358,0.0
model_140.pt,CHEBI:81579,predicate:3,HP:0000969,CHEBI:3437,predicate:1,MONDO:0001358,0.0
model_140.pt,UNII:83G67E21XI,predicate:2,MONDO:0012725,CHEBI:3437,predicate:1,MONDO:0001358,0.0
model_140.pt,CHEBI:175901,predicate:0,MONDO:0004982,CHEBI:3437,predicate:1,MONDO:0001358,0.0
model_140.pt,CHEBI:28790,predicate:0,MONDO:0001673,CHEBI:3437,predicate:1,MONDO:0001358,0.0
model_140.pt,CHEBI:17833,predicate:2,MONDO:0005369,CHEBI:3437,predicate:1,MONDO:0001358,0.0
model_140.pt,CHEBI:63605,predicate:1,MONDO:0005071,CHEBI:3437,predicate:1,MONDO:0001358,32.73078918457031
model_140.pt,CHEBI:6809,predicate:0,HP:0001714,CHEBI:3437,predicate:1,MONDO:0001358,0.0
model_140.pt,CHEBI:8028,predicate:0,MONDO:0001584,CHEBI:3437,predicate:1,MONDO:0001358,0.0
model_140.pt,UNII:90ZX3Q3FR7,predicate:0,MONDO:0004781,CHEBI:3437,predicate:1,MONDO:0001358,0.0
model_140.pt,CHEBI:47898,predicate:1,MONDO:0004980,CHEBI:3437,predicate:1,MONDO:0001358,-13.355714797973633
model_140.pt,CHEBI:59173,predicate:3,HP:0012251,CHEBI:3437,predicate:1,MONDO:0001358,0.0
model_140.pt,HMDB:HMDB0083799,predicate:4,MONDO:0010543,CHEBI:3437,predicate:1,MONDO:0001358,0.0
model_140.pt,CHEBI:28689,predicate:0,MONDO:0005618,CHEBI:3437,predicate:1,MONDO:0001358,0.0
model_140.pt,CHEBI:31368,predicate:2,MONDO:0000265,CHEBI:3437,predicate:1,MONDO:0001358,0.0
model_140.pt,CHEBI:16856,predicate:2,HP:0200123,CHEBI:3437,predicate:1,MONDO:0001358,0.0
model_140.pt,CHEBI:9241,predicate:3,MONDO:0001382,CHEBI:3437,predicate:1,MONDO:0001358,0.0
model_140.pt,CHEBI:31526,predicate:3,HP:0000741,CHEBI:3437,predicate:1,MONDO:0001358,0.0
model_140.pt,PUBCHEM.COMPOUND:11682007,predicate:2,HP:0012534,CHEBI:3437,predicate:1,MONDO:0001358,0.0
model_140.pt,PUBCHEM.COMPOUND:157010069,predicate:0,HP:0004308,CHEBI:3437,predicate:1,MONDO:0001358,0.0
model_140.pt,CHEBI:2453,predicate:0,HP:0001410,CHEBI:3437,predicate:1,MONDO:0001358,0.0
model_140.pt,CHEBI:7963,predicate:0,MONDO:0006032,CHEBI:3437,predicate:1,MONDO:0001358,0.0
model_140.pt,UNII:S7V92P67HO,predicate:2,MONDO:0015760,CHEBI:3437,predicate:1,MONDO:0001358,0.0
model_140.pt,CHEBI:2639,predicate:2,MONDO:0024879,CHEBI:3437,predicate:1,MONDO:0001358,0.0
model_140.pt,CHEBI:7936,predicate:3,MONDO:0005009,CHEBI:3437,predicate:1,MONDO:0001358,0.0
model_140.pt,CHEBI:4026,predicate:2,MONDO:0043287,CHEBI:3437,predicate:1,MONDO:0001358,0.0
model_140.pt,DRUGBANK:DB15753,predicate:2,MONDO:0008538,CHEBI:3437,predicate:1,MONDO:0001358,0.0
model_140.pt,CHEBI:28689,predicate:2,MONDO:0006513,CHEBI:3437,predicate:1,MONDO:0001358,0.0
model_140.pt,DRUGBANK:DB14999,predicate:2,MONDO:0100116,CHEBI:3437,predicate:1,MONDO:0001358,0.0
model_140.pt,CHEBI:94511,predicate:1,HP:0032155,CHEBI:3437,predicate:1,MONDO:0001358,-90.88797760009766
model_140.pt,CHEBI:5441,predicate:2,MONDO:0005150,CHEBI:3437,predicate:1,MONDO:0001358,0.0
model_140.pt,CHEBI:175901,predicate:10,MONDO:0012817,CHEBI:3437,predicate:1,MONDO:0001358,0.0
model_140.pt,CHEBI:32171,predicate:2,MONDO:0018097,CHEBI:3437,predicate:1,MONDO:0001358,0.0
model_140.pt,CHEBI:50692,predicate:2,MONDO:0004970,CHEBI:3437,predicate:1,MONDO:0001358,0.0
model_140.pt,CHEBI:31456,predicate:1,MONDO:0005149,CHEBI:3437,predicate:1,MONDO:0001358,1.4982261657714844
model_140.pt,CHEBI:8802,predicate:2,MONDO:0858950,CHEBI:3437,predicate:1,MONDO:0001358,0.0
model_140.pt,CHEBI:4735,predicate:2,MONDO:0044903,CHEBI:3437,predicate:1,MONDO:0001358,0.0
model_140.pt,CHEBI:17241,predicate:2,MONDO:0002898,CHEBI:3437,predicate:1,MONDO:0001358,0.0
model_140.pt,PUBCHEM.COMPOUND:588214,predicate:2,UMLS:C0262593,CHEBI:3437,predicate:1,MONDO:0001358,0.0
model_140.pt,CHEBI:28901,predicate:2,MONDO:0005575,CHEBI:3437,predicate:1,MONDO:0001358,0.0
model_140.pt,CHEBI:37117,predicate:3,UMLS:C4324724,CHEBI:3437,predicate:1,MONDO:0001358,0.0
model_140.pt,CHEBI:9654,predicate:0,MONDO:0001160,CHEBI:3437,predicate:1,MONDO:0001358,0.0
model_140.pt,CHEBI:8232,predicate:2,MONDO:0024313,CHEBI:3437,predicate:1,MONDO:0001358,0.0
model_140.pt,UNII:8O74K609HN,predicate:2,MONDO:0005010,CHEBI:3437,predicate:1,MONDO:0001358,0.0
model_140.pt,CHEBI:32315,predicate:3,UMLS:C1504424,CHEBI:3437,predicate:1,MONDO:0001358,0.0
model_140.pt,CHEBI:18358,predicate:0,MONDO:0006596,CHEBI:3437,predicate:1,MONDO:0001358,0.0
model_140.pt,CHEBI:8361,predicate:3,MONDO:0005391,CHEBI:3437,predicate:1,MONDO:0001358,0.0
model_140.pt,CHEBI:61049,predicate:2,MONDO:0005388,CHEBI:3437,predicate:1,MONDO:0001358,0.0
model_140.pt,CHEBI:75991,predicate:1,HP:0011123,CHEBI:3437,predicate:1,MONDO:0001358,24.93877410888672
model_140.pt,CHEBI:50742,predicate:1,MONDO:0004995,CHEBI:3437,predicate:1,MONDO:0001358,-14.119791984558105
model_140.pt,CHEBI:133833,predicate:2,HP:0025169,CHEBI:3437,predicate:1,MONDO:0001358,0.0
model_140.pt,MESH:C005152,predicate:2,MONDO:0021698,CHEBI:3437,predicate:1,MONDO:0001358,0.0
model_140.pt,UNII:50FKX8CB2Y,predicate:0,HP:0002788,CHEBI:3437,predicate:1,MONDO:0001358,0.0
model_140.pt,CHEBI:63112,predicate:3,MONDO:0004095,CHEBI:3437,predicate:1,MONDO:0001358,0.0
model_140.pt,PUBCHEM.COMPOUND:131790571,predicate:4,MONDO:0010543,CHEBI:3437,predicate:1,MONDO:0001358,0.0
model_140.pt,CHEBI:32184,predicate:1,MONDO:0011438,CHEBI:3437,predicate:1,MONDO:0001358,79.8802261352539
model_140.pt,CHEBI:68329,predicate:2,HP:0001510,CHEBI:3437,predicate:1,MONDO:0001358,0.0
